"Crimes Against Person By City or County"
"Current date: 6/24/2023 10:47:56 AM (Eastern Daylight Time)"
"Data source: Virginia_SS, Offense Data"
"Incident Date: 2021"
"Jurisdiction by Geography","Offense Type","Number of Crimes",
"Spotsylvania County","Forcible Rape","17"
"Spotsylvania County","Forcible Sodomy","3"
"Spotsylvania County","Sexual Assault With An Object","3"
"Spotsylvania County","Forcible Fondling","71"
"Spotsylvania County","Incest",""
"Spotsylvania County","Statutory Rape","1"
"Spotsylvania County","Aggravated Assault","109"
"Spotsylvania County","Simple Assault","603"
"Spotsylvania County","Intimidation","23"
"Spotsylvania County","Human Trafficking, Commercial Sex Acts",""
"Spotsylvania County","Human Trafficking, Involuntary Servitude",""
"Stafford County","Crimes Against Person","1,817"
"Stafford County","Murder and Nonnegligent Manslaughter","4"
"Stafford County","Negligent Manslaughter","3"
"Stafford County","Justifiable Homicide",""
"Stafford County","Kidnapping/Abduction","18"
"Stafford County","Forcible Rape","52"
"Stafford County","Forcible Sodomy","14"
"Stafford County","Sexual Assault With An Object","23"
"Stafford County","Forcible Fondling","107"
"Stafford County","Incest",""
"Stafford County","Statutory Rape","2"
"Stafford County","Aggravated Assault","208"
"Stafford County","Simple Assault","1,240"
"Stafford County","Intimidation","145"
"Stafford County","Human Trafficking, Commercial Sex Acts","1"
"Stafford County","Human Trafficking, Involuntary Servitude",""
"Warren County","Crimes Against Person","545"
"Warren County","Murder and Nonnegligent Manslaughter",""
"Warren County","Negligent Manslaughter","2"
"Warren County","Justifiable Homicide",""
"Warren County","Kidnapping/Abduction","14"
"Warren County","Forcible Rape","11"
"Warren County","Forcible Sodomy","6"
"Warren County","Sexual Assault With An Object","12"
"Warren County","Forcible Fondling","9"
"Warren County","Incest",""
"Warren County","Statutory Rape",""
"Warren County","Aggravated Assault","23"
"Warren County","Simple Assault","406"
"Warren County","Intimidation","62"
"Warren County","Human Trafficking, Commercial Sex Acts",""
"Warren County","Human Trafficking, Involuntary Servitude",""
"Winchester City","Crimes Against Person","564"
"Winchester City","Murder and Nonnegligent Manslaughter","1"
"Winchester City","Negligent Manslaughter",""
"Winchester City","Justifiable Homicide",""
"Winchester City","Kidnapping/Abduction","7"
"Winchester City","Forcible Rape","11"
"Winchester City","Forcible Sodomy","1"
"Winchester City","Sexual Assault With An Object","12"
"Winchester City","Forcible Fondling","2"
"Winchester City","Incest",""
"Winchester City","Statutory Rape",""
"Winchester City","Aggravated Assault","36"
"Winchester City","Simple Assault","486"
"Winchester City","Intimidation","8"
"Winchester City","Human Trafficking, Commercial Sex Acts",""
"Winchester City","Human Trafficking, Involuntary Servitude",""
"Division 2 - Education","Crimes Against Person","27"
"Division 2 - Education","Murder and Nonnegligent Manslaughter",""
"Division 2 - Education","Negligent Manslaughter",""
"Division 2 - Education","Justifiable Homicide",""
"Division 2 - Education","Kidnapping/Abduction",""
"Division 2 - Education","Forcible Rape","2"
"Division 2 - Education","Forcible Sodomy","2"
"Division 2 - Education","Sexual Assault With An Object",""
"Division 2 - Education","Forcible Fondling","1"
"Division 2 - Education","Incest",""
"Division 2 - Education","Statutory Rape",""
"Division 2 - Education","Aggravated Assault",""
"Division 2 - Education","Simple Assault","19"
"Division 2 - Education","Intimidation","3"
"Division 2 - Education","Human Trafficking, Commercial Sex Acts",""
"Division 2 - Education","Human Trafficking, Involuntary Servitude",""
"Division 2 - Other","Crimes Against Person",""
"Division 2 - Other","Murder and Nonnegligent Manslaughter",""
"Division 2 - Other","Negligent Manslaughter",""
"Division 2 - Other","Justifiable Homicide",""
"Division 2 - Other","Kidnapping/Abduction",""
"Division 2 - Other","Forcible Rape",""
"Division 2 - Other","Forcible Sodomy",""
"Division 2 - Other","Sexual Assault With An Object",""
"Division 2 - Other","Forcible Fondling",""
"Division 2 - Other","Incest",""
"Division 2 - Other","Statutory Rape",""
"Division 2 - Other","Aggravated Assault",""
"Division 2 - Other","Simple Assault",""
"Division 2 - Other","Intimidation",""
"Division 2 - Other","Human Trafficking, Commercial Sex Acts",""
"Division 2 - Other","Human Trafficking, Involuntary Servitude",""
"Albemarle County","Crimes Against Person","1,035"
"Albemarle County","Murder and Nonnegligent Manslaughter",""
"Albemarle County","Negligent Manslaughter",""
"Albemarle County","Justifiable Homicide",""
"Albemarle County","Kidnapping/Abduction","13"
"Albemarle County","Forcible Rape","17"
"Albemarle County","Forcible Sodomy","7"
"Albemarle County","Sexual Assault With An Object","3"
"Albemarle County","Forcible Fondling","36"
"Albemarle County","Incest","4"
"Albemarle County","Statutory Rape","11"
"Albemarle County","Aggravated Assault","78"
"Albemarle County","Simple Assault","787"
"Albemarle County","Intimidation","79"
"Albemarle County","Human Trafficking, Commercial Sex Acts",""
"Albemarle County","Human Trafficking, Involuntary Servitude",""
"Amherst County","Crimes Against Person","270"
"Amherst County","Murder and Nonnegligent Manslaughter","2"
"Amherst County","Negligent Manslaughter","1"
"Amherst County","Justifiable Homicide",""
"Amherst County","Kidnapping/Abduction","8"
"Amherst County","Forcible Rape","5"
"Amherst County","Forcible Sodomy","2"
"Amherst County","Sexual Assault With An Object","2"
"Amherst County","Forcible Fondling","13"
"Amherst County","Incest",""
"Amherst County","Statutory Rape","5"
"Amherst County","Aggravated Assault","58"
"Amherst County","Simple Assault","155"
"Amherst County","Intimidation","17"
"Amherst County","Human Trafficking, Commercial Sex Acts","2"
"Amherst County","Human Trafficking, Involuntary Servitude",""
"Appomattox County","Crimes Against Person","108"
"Appomattox County","Murder and Nonnegligent Manslaughter","1"
"Appomattox County","Negligent Manslaughter",""
"Appomattox County","Justifiable Homicide",""
"Appomattox County","Kidnapping/Abduction","1"
"Appomattox County","Forcible Rape","3"
"Appomattox County","Forcible Sodomy",""
"Appomattox County","Sexual Assault With An Object",""
"Appomattox County","Forcible Fondling","4"
"Appomattox County","Incest",""
"Appomattox County","Statutory Rape","2"
"Appomattox County","Aggravated Assault","23"
"Appomattox County","Simple Assault","67"
"Appomattox County","Intimidation","6"
"Appomattox County","Human Trafficking, Commercial Sex Acts","1"
"Appomattox County","Human Trafficking, Involuntary Servitude",""
"Augusta County","Crimes Against Person","539"
"Augusta County","Murder and Nonnegligent Manslaughter","2"
"Augusta County","Negligent Manslaughter","1"
"Augusta County","Justifiable Homicide",""
"Augusta County","Kidnapping/Abduction","13"
"Augusta County","Forcible Rape","20"
"Augusta County","Forcible Sodomy","4"
"Augusta County","Sexual Assault With An Object","3"
"Augusta County","Forcible Fondling","44"
"Augusta County","Incest",""
"Augusta County","Statutory Rape","1"
"Augusta County","Aggravated Assault","65"
"Augusta County","Simple Assault","325"
"Augusta County","Intimidation","61"
"Augusta County","Human Trafficking, Commercial Sex Acts",""
"Augusta County","Human Trafficking, Involuntary Servitude",""
"Buckingham County","Crimes Against Person","78"
"Buckingham County","Murder and Nonnegligent Manslaughter","1"
"Buckingham County","Negligent Manslaughter","1"
"Buckingham County","Justifiable Homicide",""
"Buckingham County","Kidnapping/Abduction","2"
"Buckingham County","Forcible Rape","6"
"Buckingham County","Forcible Sodomy","1"
"Buckingham County","Sexual Assault With An Object",""
"Buckingham County","Forcible Fondling","2"
"Buckingham County","Incest",""
"Buckingham County","Statutory Rape","1"
"Buckingham County","Aggravated Assault","13"
"Buckingham County","Simple Assault","45"
"Buckingham County","Intimidation","6"
"Buckingham County","Human Trafficking, Commercial Sex Acts",""
"Buckingham County","Human Trafficking, Involuntary Servitude",""
"Campbell County","Crimes Against Person","685"
"Campbell County","Murder and Nonnegligent Manslaughter","2"
"Campbell County","Negligent Manslaughter","4"
"Campbell County","Justifiable Homicide",""
"Campbell County","Kidnapping/Abduction","11"
"Campbell County","Forcible Rape","21"
"Campbell County","Forcible Sodomy","1"
"Campbell County","Sexual Assault With An Object","3"
"Campbell County","Forcible Fondling","32"
"Campbell County","Incest",""
"Campbell County","Statutory Rape","3"
"Campbell County","Aggravated Assault","83"
"Campbell County","Simple Assault","504"
"Campbell County","Intimidation","21"
"Campbell County","Human Trafficking, Commercial Sex Acts",""
"Campbell County","Human Trafficking, Involuntary Servitude",""
"Charlotte County","Crimes Against Person","119"
"Charlotte County","Murder and Nonnegligent Manslaughter",""
"Charlotte County","Negligent Manslaughter",""
"Charlotte County","Justifiable Homicide",""
"Charlotte County","Kidnapping/Abduction","2"
"Charlotte County","Forcible Rape","3"
"Charlotte County","Forcible Sodomy","1"
"Charlotte County","Sexual Assault With An Object",""
"Charlotte County","Forcible Fondling","1"
"Charlotte County","Incest",""
"Charlotte County","Statutory Rape",""
"Charlotte County","Aggravated Assault","9"
"Charlotte County","Simple Assault","87"
"Charlotte County","Intimidation","16"
"Charlotte County","Human Trafficking, Commercial Sex Acts",""
"Charlotte County","Human Trafficking, Involuntary Servitude",""
"Charlottesville City","Crimes Against Person","893"
"Charlottesville City","Murder and Nonnegligent Manslaughter",""
"Charlottesville City","Negligent Manslaughter",""
"Charlottesville City","Justifiable Homicide",""
"Charlottesville City","Kidnapping/Abduction","11"
"Charlottesville City","Forcible Rape","26"
"Charlottesville City","Forcible Sodomy","12"
"Charlottesville City","Sexual Assault With An Object","3"
"Charlottesville City","Forcible Fondling","36"
"Charlottesville City","Incest",""
"Charlottesville City","Statutory Rape","1"
"Charlottesville City","Aggravated Assault","167"
"Charlottesville City","Simple Assault","565"
"Charlottesville City","Intimidation","72"
"Charlottesville City","Human Trafficking, Commercial Sex Acts",""
"Charlottesville City","Human Trafficking, Involuntary Servitude",""
"Cumberland County","Crimes Against Person","62"
"Cumberland County","Murder and Nonnegligent Manslaughter",""
"Cumberland County","Negligent Manslaughter","2"
"Cumberland County","Justifiable Homicide",""
"Cumberland County","Kidnapping/Abduction","2"
"Cumberland County","Forcible Rape","3"
"Cumberland County","Forcible Sodomy",""
"Cumberland County","Sexual Assault With An Object","1"
"Cumberland County","Forcible Fondling","5"
"Cumberland County","Incest",""
"Cumberland County","Statutory Rape",""
"Cumberland County","Aggravated Assault","9"
"Cumberland County","Simple Assault","38"
"Cumberland County","Intimidation","2"
"Cumberland County","Human Trafficking, Commercial Sex Acts",""
"Cumberland County","Human Trafficking, Involuntary Servitude",""
"Fluvanna County","Crimes Against Person","220"
"Fluvanna County","Murder and Nonnegligent Manslaughter",""
"Fluvanna County","Negligent Manslaughter",""
"Fluvanna County","Justifiable Homicide",""
"Fluvanna County","Kidnapping/Abduction","6"
"Fluvanna County","Forcible Rape","4"
"Fluvanna County","Forcible Sodomy","3"
"Fluvanna County","Sexual Assault With An Object","3"
"Fluvanna County","Forcible Fondling","2"
"Fluvanna County","Incest","1"
"Fluvanna County","Statutory Rape","2"
"Fluvanna County","Aggravated Assault","30"
"Fluvanna County","Simple Assault","162"
"Fluvanna County","Intimidation","7"
"Fluvanna County","Human Trafficking, Commercial Sex Acts",""
"Fluvanna County","Human Trafficking, Involuntary Servitude",""
"Greene County","Crimes Against Person","262"
"Greene County","Murder and Nonnegligent Manslaughter",""
"Greene County","Negligent Manslaughter",""
"Greene County","Justifiable Homicide",""
"Greene County","Kidnapping/Abduction","5"
"Greene County","Forcible Rape","3"
"Greene County","Forcible Sodomy","1"
"Greene County","Sexual Assault With An Object",""
"Greene County","Forcible Fondling","7"
"Greene County","Incest","1"
"Greene County","Statutory Rape",""
"Greene County","Aggravated Assault","21"
"Greene County","Simple Assault","181"
"Greene County","Intimidation","43"
"Greene County","Human Trafficking, Commercial Sex Acts",""
"Greene County","Human Trafficking, Involuntary Servitude",""
"Halifax County","Crimes Against Person","324"
"Halifax County","Murder and Nonnegligent Manslaughter","6"
"Halifax County","Negligent Manslaughter","3"
"Halifax County","Justifiable Homicide",""
"Halifax County","Kidnapping/Abduction","6"
"Halifax County","Forcible Rape","7"
"Halifax County","Forcible Sodomy","5"
"Halifax County","Sexual Assault With An Object","1"
"Halifax County","Forcible Fondling","6"
"Halifax County","Incest",""
"Halifax County","Statutory Rape","2"
"Halifax County","Aggravated Assault","46"
"Halifax County","Simple Assault","225"
"Halifax County","Intimidation","17"
"Halifax County","Human Trafficking, Commercial Sex Acts",""
"Halifax County","Human Trafficking, Involuntary Servitude",""
"Lunenburg County","Crimes Against Person","93"
"Lunenburg County","Murder and Nonnegligent Manslaughter","1"
"Lunenburg County","Negligent Manslaughter","2"
"Lunenburg County","Justifiable Homicide",""
"Lunenburg County","Kidnapping/Abduction","2"
"Lunenburg County","Forcible Rape","4"
"Lunenburg County","Forcible Sodomy","1"
"Lunenburg County","Sexual Assault With An Object",""
"Lunenburg County","Forcible Fondling","2"
"Lunenburg County","Incest",""
"Lunenburg County","Statutory Rape","4"
"Lunenburg County","Aggravated Assault","26"
"Lunenburg County","Simple Assault","48"
"Lunenburg County","Intimidation","3"
"Lunenburg County","Human Trafficking, Commercial Sex Acts",""
"Lunenburg County","Human Trafficking, Involuntary Servitude",""
"Lynchburg City","Crimes Against Person","1,878"
"Lynchburg City","Murder and Nonnegligent Manslaughter","9"
"Lynchburg City","Negligent Manslaughter",""
"Lynchburg City","Justifiable Homicide",""
"Lynchburg City","Kidnapping/Abduction","43"
"Lynchburg City","Forcible Rape","30"
"Lynchburg City","Forcible Sodomy","4"
"Lynchburg City","Sexual Assault With An Object",""
"Lynchburg City","Forcible Fondling","58"
"Lynchburg City","Incest",""
"Lynchburg City","Statutory Rape",""
"Lynchburg City","Aggravated Assault","243"
"Lynchburg City","Simple Assault","1,256"
"Lynchburg City","Intimidation","235"
"Lynchburg City","Human Trafficking, Commercial Sex Acts",""
"Lynchburg City","Human Trafficking, Involuntary Servitude",""
"Mecklenburg County","Crimes Against Person","214"
"Mecklenburg County","Murder and Nonnegligent Manslaughter","2"
"Mecklenburg County","Negligent Manslaughter","1"
"Mecklenburg County","Justifiable Homicide",""
"Mecklenburg County","Kidnapping/Abduction","5"
"Mecklenburg County","Forcible Rape","4"
"Mecklenburg County","Forcible Sodomy","1"
"Mecklenburg County","Sexual Assault With An Object","1"
"Mecklenburg County","Forcible Fondling","5"
"Mecklenburg County","Incest",""
"Mecklenburg County","Statutory Rape",""
"Mecklenburg County","Aggravated Assault","71"
"Mecklenburg County","Simple Assault","113"
"Mecklenburg County","Intimidation","11"
"Mecklenburg County","Human Trafficking, Commercial Sex Acts",""
"Mecklenburg County","Human Trafficking, Involuntary Servitude",""
"Nelson County","Crimes Against Person","189"
"Nelson County","Murder and Nonnegligent Manslaughter",""
"Nelson County","Negligent Manslaughter",""
"Nelson County","Justifiable Homicide",""
"Nelson County","Kidnapping/Abduction","5"
"Nelson County","Forcible Rape","5"
"Nelson County","Forcible Sodomy","1"
"Nelson County","Sexual Assault With An Object","2"
"Nelson County","Forcible Fondling","9"
"Nelson County","Incest",""
"Nelson County","Statutory Rape","1"
"Nelson County","Aggravated Assault","26"
"Nelson County","Simple Assault","125"
"Nelson County","Intimidation","13"
"Nelson County","Human Trafficking, Commercial Sex Acts","2"
"Nelson County","Human Trafficking, Involuntary Servitude",""
"Prince Edward County","Crimes Against Person","171"
"Prince Edward County","Murder and Nonnegligent Manslaughter","1"
"Prince Edward County","Negligent Manslaughter",""
"Prince Edward County","Justifiable Homicide",""
"Prince Edward County","Kidnapping/Abduction","4"
"Prince Edward County","Forcible Rape","8"
"Prince Edward County","Forcible Sodomy","2"
"Prince Edward County","Sexual Assault With An Object","3"
"Prince Edward County","Forcible Fondling","6"
"Prince Edward County","Incest",""
"Prince Edward County","Statutory Rape","2"
"Prince Edward County","Aggravated Assault","29"
"Prince Edward County","Simple Assault","111"
"Prince Edward County","Intimidation","5"
"Prince Edward County","Human Trafficking, Commercial Sex Acts",""
"Prince Edward County","Human Trafficking, Involuntary Servitude",""
"Staunton City","Crimes Against Person","469"
"Staunton City","Murder and Nonnegligent Manslaughter",""
"Staunton City","Negligent Manslaughter",""
"Staunton City","Justifiable Homicide",""
"Staunton City","Kidnapping/Abduction","11"
"Staunton City","Forcible Rape","14"
"Staunton City","Forcible Sodomy","1"
"Staunton City","Sexual Assault With An Object",""
"Staunton City","Forcible Fondling","33"
"Staunton City","Incest",""
"Staunton City","Statutory Rape",""
"Staunton City","Aggravated Assault","45"
"Staunton City","Simple Assault","322"
"Staunton City","Intimidation","43"
"Staunton City","Human Trafficking, Commercial Sex Acts",""
"Staunton City","Human Trafficking, Involuntary Servitude",""
"Waynesboro City","Crimes Against Person","301"
"Waynesboro City","Murder and Nonnegligent Manslaughter",""
"Waynesboro City","Negligent Manslaughter","1"
"Waynesboro City","Justifiable Homicide",""
"Waynesboro City","Kidnapping/Abduction","8"
"Waynesboro City","Forcible Rape","16"
"Waynesboro City","Forcible Sodomy","2"
"Waynesboro City","Sexual Assault With An Object","3"
"Waynesboro City","Forcible Fondling","11"
"Waynesboro City","Incest",""
"Waynesboro City","Statutory Rape","1"
"Waynesboro City","Aggravated Assault","37"
"Waynesboro City","Simple Assault","213"
"Waynesboro City","Intimidation","9"
"Waynesboro City","Human Trafficking, Commercial Sex Acts",""
"Waynesboro City","Human Trafficking, Involuntary Servitude",""
"Division 3 - Education","Crimes Against Person","204"
"Division 3 - Education","Murder and Nonnegligent Manslaughter",""
"Division 3 - Education","Negligent Manslaughter",""
"Division 3 - Education","Justifiable Homicide",""
"Division 3 - Education","Kidnapping/Abduction",""
"Division 3 - Education","Forcible Rape","11"
"Division 3 - Education","Forcible Sodomy","2"
"Division 3 - Education","Sexual Assault With An Object","3"
"Division 3 - Education","Forcible Fondling","12"
"Division 3 - Education","Incest",""
"Division 3 - Education","Statutory Rape",""
"Division 3 - Education","Aggravated Assault","3"
"Division 3 - Education","Simple Assault","140"
"Division 3 - Education","Intimidation","33"
"Division 3 - Education","Human Trafficking, Commercial Sex Acts",""
"Division 3 - Education","Human Trafficking, Involuntary Servitude",""
"Bland County","Crimes Against Person","28"
"Bland County","Murder and Nonnegligent Manslaughter",""
"Bland County","Negligent Manslaughter",""
"Bland County","Justifiable Homicide",""
"Bland County","Kidnapping/Abduction",""
"Bland County","Forcible Rape","4"
"Bland County","Forcible Sodomy",""
"Bland County","Sexual Assault With An Object",""
"Bland County","Forcible Fondling","4"
"Bland County","Incest",""
"Bland County","Statutory Rape",""
"Bland County","Aggravated Assault","1"
"Bland County","Simple Assault","15"
"Bland County","Intimidation","4"
"Bland County","Human Trafficking, Commercial Sex Acts",""
"Bland County","Human Trafficking, Involuntary Servitude",""
"Bristol City","Crimes Against Person","412"
"Bristol City","Murder and Nonnegligent Manslaughter","2"
"Bristol City","Negligent Manslaughter",""
"Bristol City","Justifiable Homicide",""
"Bristol City","Kidnapping/Abduction","12"
"Bristol City","Forcible Rape","18"
"Bristol City","Forcible Sodomy","1"
"Bristol City","Sexual Assault With An Object","1"
"Bristol City","Forcible Fondling","13"
"Bristol City","Incest",""
"Bristol City","Statutory Rape",""
"Bristol City","Aggravated Assault","45"
"Bristol City","Simple Assault","241"
"Bristol City","Intimidation","79"
"Bristol City","Human Trafficking, Commercial Sex Acts",""
"Bristol City","Human Trafficking, Involuntary Servitude",""
"Buchanan County","Crimes Against Person","282"
"Buchanan County","Murder and Nonnegligent Manslaughter","2"
"Buchanan County","Negligent Manslaughter",""
"Buchanan County","Justifiable Homicide",""
"Buchanan County","Kidnapping/Abduction","5"
"Buchanan County","Forcible Rape","8"
"Buchanan County","Forcible Sodomy","14"
"Buchanan County","Sexual Assault With An Object","2"
"Buchanan County","Forcible Fondling","20"
"Buchanan County","Incest",""
"Buchanan County","Statutory Rape",""
"Buchanan County","Aggravated Assault","25"
"Buchanan County","Simple Assault","166"
"Buchanan County","Intimidation","40"
"Buchanan County","Human Trafficking, Commercial Sex Acts",""
"Buchanan County","Human Trafficking, Involuntary Servitude",""
"Carroll County","Crimes Against Person","178"
"Carroll County","Murder and Nonnegligent Manslaughter","1"
"Carroll County","Negligent Manslaughter","1"
"Carroll County","Justifiable Homicide",""
"Carroll County","Kidnapping/Abduction","4"
"Carroll County","Forcible Rape","7"
"Carroll County","Forcible Sodomy","6"
"Carroll County","Sexual Assault With An Object","1"
"Carroll County","Forcible Fondling","10"
"Carroll County","Incest",""
"Carroll County","Statutory Rape",""
"Carroll County","Aggravated Assault","18"
"Carroll County","Simple Assault","128"
"Carroll County","Intimidation","2"
"Carroll County","Human Trafficking, Commercial Sex Acts",""
"Carroll County","Human Trafficking, Involuntary Servitude",""
"Dickenson County","Crimes Against Person","115"
"Dickenson County","Murder and Nonnegligent Manslaughter","3"
"Dickenson County","Negligent Manslaughter",""
"Dickenson County","Justifiable Homicide",""
"Dickenson County","Kidnapping/Abduction","6"
"Dickenson County","Forcible Rape","1"
"Dickenson County","Forcible Sodomy","2"
"Dickenson County","Sexual Assault With An Object","4"
"Dickenson County","Forcible Fondling","9"
"Dickenson County","Incest",""
"Dickenson County","Statutory Rape",""
"Dickenson County","Aggravated Assault","18"
"Dickenson County","Simple Assault","60"
"Dickenson County","Intimidation","12"
"Dickenson County","Human Trafficking, Commercial Sex Acts",""
"Dickenson County","Human Trafficking, Involuntary Servitude",""
"Galax City","Crimes Against Person","153"
"Galax City","Murder and Nonnegligent Manslaughter",""
"Galax City","Negligent Manslaughter",""
"Galax City","Justifiable Homicide",""
"Galax City","Kidnapping/Abduction","7"
"Galax City","Forcible Rape","5"
"Galax City","Forcible Sodomy","5"
"Galax City","Sexual Assault With An Object","2"
"Galax City","Forcible Fondling","3"
"Galax City","Incest",""
"Galax City","Statutory Rape",""
"Galax City","Aggravated Assault","9"
"Galax City","Simple Assault","112"
"Galax City","Intimidation","10"
"Galax City","Human Trafficking, Commercial Sex Acts",""
"Galax City","Human Trafficking, Involuntary Servitude",""
"Giles County","Crimes Against Person","144"
"Giles County","Murder and Nonnegligent Manslaughter","1"
"Giles County","Negligent Manslaughter",""
"Giles County","Justifiable Homicide",""
"Giles County","Kidnapping/Abduction","7"
"Giles County","Forcible Rape","2"
"Giles County","Forcible Sodomy",""
"Giles County","Sexual Assault With An Object","1"
"Giles County","Forcible Fondling","7"
"Giles County","Incest",""
"Giles County","Statutory Rape",""
"Giles County","Aggravated Assault","23"
"Giles County","Simple Assault","93"
"Giles County","Intimidation","10"
"Giles County","Human Trafficking, Commercial Sex Acts",""
"Giles County","Human Trafficking, Involuntary Servitude",""
"Grayson County","Crimes Against Person","158"
"Grayson County","Murder and Nonnegligent Manslaughter",""
"Grayson County","Negligent Manslaughter",""
"Grayson County","Justifiable Homicide",""
"Grayson County","Kidnapping/Abduction","5"
"Grayson County","Forcible Rape","5"
"Grayson County","Forcible Sodomy","1"
"Grayson County","Sexual Assault With An Object",""
"Grayson County","Forcible Fondling","9"
"Grayson County","Incest",""
"Grayson County","Statutory Rape",""
"Grayson County","Aggravated Assault","19"
"Grayson County","Simple Assault","101"
"Grayson County","Intimidation","18"
"Grayson County","Human Trafficking, Commercial Sex Acts",""
"Grayson County","Human Trafficking, Involuntary Servitude",""
"Lee County","Crimes Against Person","135"
"Lee County","Murder and Nonnegligent Manslaughter",""
"Lee County","Negligent Manslaughter",""
"Lee County","Justifiable Homicide",""
"Lee County","Kidnapping/Abduction","3"
"Lee County","Forcible Rape","9"
"Lee County","Forcible Sodomy","2"
"Lee County","Sexual Assault With An Object","2"
"Lee County","Forcible Fondling","3"
"Lee County","Incest",""
"Lee County","Statutory Rape",""
"Lee County","Aggravated Assault","23"
"Lee County","Simple Assault","92"
"Lee County","Intimidation","1"
"Lee County","Human Trafficking, Commercial Sex Acts",""
"Lee County","Human Trafficking, Involuntary Servitude",""
"Norton City","Crimes Against Person","70"
"Norton City","Murder and Nonnegligent Manslaughter",""
"Norton City","Negligent Manslaughter",""
"Norton City","Justifiable Homicide",""
"Norton City","Kidnapping/Abduction","1"
"Norton City","Forcible Rape","2"
"Norton City","Forcible Sodomy","1"
"Norton City","Sexual Assault With An Object",""
"Norton City","Forcible Fondling","1"
"Norton City","Incest",""
"Norton City","Statutory Rape",""
"Norton City","Aggravated Assault","11"
"Norton City","Simple Assault","53"
"Norton City","Intimidation","1"
"Norton City","Human Trafficking, Commercial Sex Acts",""
"Norton City","Human Trafficking, Involuntary Servitude",""
"Pulaski County","Crimes Against Person","639"
"Pulaski County","Murder and Nonnegligent Manslaughter","3"
"Pulaski County","Negligent Manslaughter","1"
"Pulaski County","Justifiable Homicide",""
"Pulaski County","Kidnapping/Abduction","5"
"Pulaski County","Forcible Rape","11"
"Pulaski County","Forcible Sodomy","3"
"Pulaski County","Sexual Assault With An Object","8"
"Pulaski County","Forcible Fondling","12"
"Pulaski County","Incest",""
"Pulaski County","Statutory Rape",""
"Pulaski County","Aggravated Assault","26"
"Pulaski County","Simple Assault","537"
"Pulaski County","Intimidation","33"
"Pulaski County","Human Trafficking, Commercial Sex Acts",""
"Pulaski County","Human Trafficking, Involuntary Servitude",""
"Russell County","Crimes Against Person","254"
"Russell County","Murder and Nonnegligent Manslaughter","3"
"Russell County","Negligent Manslaughter",""
"Russell County","Justifiable Homicide",""
"Russell County","Kidnapping/Abduction","8"
"Russell County","Forcible Rape","20"
"Russell County","Forcible Sodomy","1"
"Russell County","Sexual Assault With An Object","4"
"Russell County","Forcible Fondling","10"
"Russell County","Incest",""
"Russell County","Statutory Rape",""
"Russell County","Aggravated Assault","27"
"Russell County","Simple Assault","170"
"Russell County","Intimidation","11"
"Russell County","Human Trafficking, Commercial Sex Acts",""
"Russell County","Human Trafficking, Involuntary Servitude",""
"Scott County","Crimes Against Person","230"
"Scott County","Murder and Nonnegligent Manslaughter","1"
"Scott County","Negligent Manslaughter",""
"Scott County","Justifiable Homicide",""
"Scott County","Kidnapping/Abduction","7"
"Scott County","Forcible Rape","7"
"Scott County","Forcible Sodomy",""
"Scott County","Sexual Assault With An Object","5"
"Scott County","Forcible Fondling","11"
"Scott County","Incest",""
"Scott County","Statutory Rape",""
"Scott County","Aggravated Assault","29"
"Scott County","Simple Assault","167"
"Scott County","Intimidation","3"
"Scott County","Human Trafficking, Commercial Sex Acts",""
"Scott County","Human Trafficking, Involuntary Servitude",""
"Smyth County","Crimes Against Person","246"
"Smyth County","Murder and Nonnegligent Manslaughter","2"
"Smyth County","Negligent Manslaughter",""
"Smyth County","Justifiable Homicide",""
"Smyth County","Kidnapping/Abduction","5"
"Smyth County","Forcible Rape","5"
"Smyth County","Forcible Sodomy","3"
"Smyth County","Sexual Assault With An Object",""
"Smyth County","Forcible Fondling","11"
"Smyth County","Incest","1"
"Smyth County","Statutory Rape",""
"Smyth County","Aggravated Assault","25"
"Smyth County","Simple Assault","180"
"Smyth County","Intimidation","14"
"Smyth County","Human Trafficking, Commercial Sex Acts",""
"Smyth County","Human Trafficking, Involuntary Servitude",""
"Tazewell County","Crimes Against Person","451"
"Tazewell County","Murder and Nonnegligent Manslaughter","1"
"Tazewell County","Negligent Manslaughter","1"
"Tazewell County","Justifiable Homicide",""
"Tazewell County","Kidnapping/Abduction","18"
"Tazewell County","Forcible Rape","21"
"Tazewell County","Forcible Sodomy","7"
"Tazewell County","Sexual Assault With An Object","9"
"Tazewell County","Forcible Fondling","19"
"Tazewell County","Incest",""
"Tazewell County","Statutory Rape",""
"Tazewell County","Aggravated Assault","38"
"Tazewell County","Simple Assault","317"
"Tazewell County","Intimidation","20"
"Tazewell County","Human Trafficking, Commercial Sex Acts",""
"Tazewell County","Human Trafficking, Involuntary Servitude",""
"Washington County","Crimes Against Person","455"
"Washington County","Murder and Nonnegligent Manslaughter",""
"Washington County","Negligent Manslaughter",""
"Washington County","Justifiable Homicide",""
"Washington County","Kidnapping/Abduction","13"
"Washington County","Forcible Rape","16"
"Washington County","Forcible Sodomy","3"
"Washington County","Sexual Assault With An Object",""
"Washington County","Forcible Fondling","24"
"Washington County","Incest","1"
"Washington County","Statutory Rape","3"
"Washington County","Aggravated Assault","35"
"Washington County","Simple Assault","319"
"Washington County","Intimidation","40"
"Washington County","Human Trafficking, Commercial Sex Acts",""
