Location,County,Crime_cat,Offense,State,Num_crime
GAITHERSBURG,Montgomery County,C_prop,Robbery,MD,13
GAITHERSBURG,Montgomery County,C_person,Aggravated Assault,MD,18
GAITHERSBURG,Montgomery County,C_prop,Shoplifting,MD,141
GAITHERSBURG,Montgomery County,C_prop,Theft from Building,MD,123
GAITHERSBURG,Montgomery County,C_prop,Theft From Motor Vehicle,MD,339
GAITHERSBURG,Montgomery County,C_prop,Theft of Motor Vehicle Parts/Accessories,MD,194
GAITHERSBURG,Montgomery County,C_person,fondling,MD,9
GAITHERSBURG,Montgomery County,C_person,Forcible Fondling,MD,8
GAITHERSBURG,Montgomery County,C_person,Forcible Sodomy,MD,6
GAITHERSBURG,Montgomery County,C_person,Intimidation,MD,4
GAITHERSBURG,Montgomery County,C_person,Sexual Assault With An Object,MD,4
GAITHERSBURG,Montgomery County,C_person,Simple Assault,MD,119
GAITHERSBURG,Montgomery County,C_person,Statutory Rape,MD,1
GAITHERSBURG,Montgomery County,C_person,forcible rape,MD,14
GERMANTOWN,Montgomery County,C_person,Aggravated Assault,MD,10
GERMANTOWN,Montgomery County,C_prop,All Other Larceny,MD,74
GERMANTOWN,Montgomery County,C_prop,Burglary/Breaking & Entering,MD,35
GERMANTOWN,Montgomery County,C_prop,Counterfeiting/Forgery,MD,6
GERMANTOWN,Montgomery County,C_prop,Credit Card ATM Fraud,MD,38
GERMANTOWN,Montgomery County,C_prop,Destruction/Vandalism of Property,MD,162
GERMANTOWN,Montgomery County,C_prop,Extortion/Blackmail,MD,2
GERMANTOWN,Montgomery County,C_prop,False Pretenses/Swindle/Confidence Game,MD,30
GERMANTOWN,Montgomery County,C_person,fondling,MD,5
GERMANTOWN,Montgomery County,C_person,Forcible Fondling,MD,2
GERMANTOWN,Montgomery County,C_person,forcible rape,MD,9
GERMANTOWN,Montgomery County,C_person,Forcible Sodomy,MD,2
GERMANTOWN,Montgomery County,C_prop,Identity Theft,MD,30
GERMANTOWN,Montgomery County,C_person,Intimidation,MD,1
GERMANTOWN,Montgomery County,C_prop,Motor Vehicle Theft,MD,67
GERMANTOWN,Montgomery County,C_prop,Robbery,MD,7
GERMANTOWN,Montgomery County,C_person,Sexual Assault With An Object,MD,4
GERMANTOWN,Montgomery County,C_prop,Shoplifting,MD,81
GERMANTOWN,Montgomery County,C_prop,Theft from Building,MD,67
GERMANTOWN,Montgomery County,C_person,Simple Assault,MD,63
GERMANTOWN,Montgomery County,C_prop,Theft From Motor Vehicle,MD,379
GERMANTOWN,Montgomery County,C_prop,Theft of Motor Vehicle Parts/Accessories,MD,85
MONTGOMERY VILLAGE,Montgomery County,C_prop,All Other Larceny,MD,26
MONTGOMERY VILLAGE,Montgomery County,C_prop,Burglary/Breaking & Entering,MD,11
MONTGOMERY VILLAGE,Montgomery County,C_prop,Counterfeiting/Forgery,MD,3
MONTGOMERY VILLAGE,Montgomery County,C_prop,Credit Card ATM Fraud,MD,8
MONTGOMERY VILLAGE,Montgomery County,C_prop,Destruction/Vandalism of Property,MD,64
MONTGOMERY VILLAGE,Montgomery County,C_prop,False Pretenses/Swindle/Confidence Game,MD,8
MONTGOMERY VILLAGE,Montgomery County,C_prop,Identity Theft,MD,17
MONTGOMERY VILLAGE,Montgomery County,C_prop,Motor Vehicle Theft,MD,29
MONTGOMERY VILLAGE,Montgomery County,C_prop,Robbery,MD,3
MONTGOMERY VILLAGE,Montgomery County,C_prop,Shoplifting,MD,3
MONTGOMERY VILLAGE,Montgomery County,C_prop,Theft from Building,MD,18
MONTGOMERY VILLAGE,Montgomery County,C_prop,Theft From Motor Vehicle,MD,101
MONTGOMERY VILLAGE,Montgomery County,C_prop,Theft of Motor Vehicle Parts/Accessories,MD,39
MONTGOMERY VILLAGE,Montgomery County,C_person,Aggravated Assault,MD,6
MONTGOMERY VILLAGE,Montgomery County,C_person,fondling,MD,1
MONTGOMERY VILLAGE,Montgomery County,C_person,Forcible Fondling,MD,0
MONTGOMERY VILLAGE,Montgomery County,C_person,forcible rape,MD,4
MONTGOMERY VILLAGE,Montgomery County,C_person,Simple Assault,MD,6
MONTGOMERY VILLAGE,Montgomery County,C_person,Statutory Rape,MD,1
ROCKVIILE,Montgomery County,C_person,Aggravated Assault,MD,64
ROCKVILLE,Montgomery County,C_prop,All Other Larceny,MD,244
ROCKVILLE,Montgomery County,C_prop,Burglary/Breaking & Entering,MD,121
ROCKVILLE,Montgomery County,C_prop,Counterfeiting/Forgery,MD,30
ROCKVILLE,Montgomery County,C_prop,Credit Card ATM Fraud,MD,85
ROCKVILLE,Montgomery County,C_prop,Destruction/Vandalism of Property,MD,289
ROCKVILLE,Montgomery County,C_prop,Embezzlement,MD,7
ROCKVILLE,Montgomery County,C_person,fondling,MD,23
ROCKVILLE,Montgomery County,C_person,Forcible Fondling,MD,4
ROCKVILLE,Montgomery County,C_person,forcible rape,MD,21
ROCKVILLE,Montgomery County,C_person,Forcible Sodomy,MD,12
ROCKVILLE,Montgomery County,C_person,human trafficking,MD,1
ROCKVILLE,Montgomery County,C_prop,Identity Theft,MD,96
ROCKVILLE,Montgomery County,C_person,Intimidation,MD,1
ROCKVILLE,Montgomery County,C_prop,Motor Vehicle Theft,MD,135
ROCKVILLE,Montgomery County,C_prop,Robbery,MD,24
ROCKVILLE,Montgomery County,C_person,Sexual Assault With An Object,MD,4
ROCKVILLE,Montgomery County,C_prop,Shoplifting,MD,194
ROCKVILLE,Montgomery County,C_person,Simple Assault,MD,284
ROCKVILLE,Montgomery County,C_prop,Theft from Building,MD,198
ROCKVILLE,Montgomery County,C_prop,Theft From Motor Vehicle,MD,410
SILVER SPRING,Montgomery County,C_person,Aggravated Assault,MD,92
SILVER SPRING,Montgomery County,C_prop,All Other Larceny,MD,339
SILVER SPRING,Montgomery County,C_prop,Burglary/Breaking & Entering,MD,213
SILVER SPRING,Montgomery County,C_prop,Counterfeiting/Forgery,MD,58
SILVER SPRING,Montgomery County,C_prop,Credit Card ATM Fraud,MD,124
SILVER SPRING,Montgomery County,C_prop,Destruction/Vandalism of Property,MD,650
SILVER SPRING,Montgomery County,C_prop,Embezzlement,MD,6
SILVER SPRING,Montgomery County,C_person,fondling,MD,19
SILVER SPRING,Montgomery County,C_person,Forcible Fondling,MD,13
SILVER SPRING,Montgomery County,C_person,forcible rape,MD,36
SILVER SPRING,Montgomery County,C_person,Forcible Sodomy,MD,17
SILVER SPRING,Montgomery County,C_person,human trafficking,MD,2
SILVER SPRING,Montgomery County,C_prop,Identity Theft,MD,132
SILVER SPRING,Montgomery County,C_person,Intimidation,MD,4
SILVER SPRING,Montgomery County,C_prop,Motor Vehicle Theft,MD,385
SILVER SPRING,Montgomery County,C_person,Robbery,MD,71
SILVER SPRING,Montgomery County,C_person,Sexual Assault With An Object,MD,13
SILVER SPRING,Montgomery County,C_prop,Shoplifting,MD,248
SILVER SPRING,Montgomery County,C_person,Simple Assault,MD,352
SILVER SPRING,Montgomery County,C_prop,Theft from Building,MD,296
SILVER SPRING,Montgomery County,C_prop,Theft From Motor Vehicle,MD,596
Prince George County,Prince George Ct,C_person,Simple Assault,MD,691
Prince George County,Prince George Ct,C_person,assault shooting,MD,166
Prince George County,Prince George Ct,C_person,assault weapon,MD,171
Prince George County,Prince George Ct,C_person,homicide,MD,74
Prince George County,Prince George Ct,C_person,sex offense,MD,134
Prince George County,Prince George Ct,C_prop,Motor Vehicle Theft,MD,2504
Prince George County,Prince George Ct,C_prop,Burglary/Breaking & Entering,MD,796
Prince George County,Prince George Ct,C_prop,Robbery,MD,605
Prince George County,Prince George Ct,C_prop,Theft From Motor Vehicle,MD,3923
Prince George County,Prince George Ct,C_prop,Theft from Building,MD,2141
Ward 1,DC,C_person,assault weapon,DC,162
Ward 1,DC,C_person,HOMICIDE,DC,13
Ward 1,DC,C_person,ROBBERY,DC,293
Ward 1,DC,C_person,SEX ABUSE,DC,22
Ward 1,DC,C_prop,Arson,DC,0
Ward 1,DC,C_prop,BURGLARY,DC,163
Ward 1,DC,C_prop,MOTOR VEHICLE THEFT,DC,502
Ward 1,DC,C_prop,Theft From Motor Vehicle,DC,1340
Ward 1,DC,C_prop,Theft from Building,DC,1705
Ward 2,DC,C_person,assault weapon,DC,118
Ward 2,DC,C_person,HOMICIDE,DC,7
Ward 2,DC,C_person,ROBBERY,DC,201
Ward 2,DC,C_person,SEX ABUSE,DC,20
Ward 2,DC,C_prop,Arson,DC,1
Ward 2,DC,C_prop,BURGLARY,DC,172
Ward 2,DC,C_prop,MOTOR VEHICLE THEFT,DC,474
Ward 2,DC,C_prop,Theft From Motor Vehicle,DC,1841
Ward 2,DC,C_prop,Theft from Building,DC,2533
Ward 3,DC,C_person,assault weapon,DC,30
Ward 3,DC,C_person,HOMICIDE,DC,2
Ward 3,DC,C_person,ROBBERY,DC,39
Ward 3,DC,C_person,SEX ABUSE,DC,8
Ward 3,DC,C_prop,Arson,DC,1
Ward 3,DC,C_prop,BURGLARY,DC,59
Ward 3,DC,C_prop,MOTOR VEHICLE THEFT,DC,89
Ward 3,DC,C_prop,Theft From Motor Vehicle,DC,500
Ward 3,DC,C_prop,Theft from Building,DC,717
Ward 4,DC,C_person,assault weapon,DC,97
Ward 4,DC,C_person,HOMICIDE,DC,20
Ward 4,DC,C_person,ROBBERY,DC,151
Ward 4,DC,C_person,SEX ABUSE,DC,12
Ward 4,DC,C_prop,Arson,,0
Ward 4,DC,C_prop,BURGLARY,,94
Ward 4,DC,C_prop,MOTOR VEHICLE THEFT,,320
Ward 4,DC,C_prop,Theft From Motor Vehicle,,996
Ward 4,DC,C_prop,Theft from Building,,888
Ward 5,DC,C_person,assault weapon,DC,284
Ward 5,DC,C_person,HOMICIDE,,25
Ward 5,DC,C_person,ROBBERY,,330
Ward 5,DC,C_person,SEX ABUSE,,29
Ward 5,DC,C_prop,Arson,,0
Ward 5,DC,C_prop,BURGLARY,,247
Ward 5,DC,C_prop,MOTOR VEHICLE THEFT,,497
Ward 5,DC,C_prop,Theft From Motor Vehicle,,1516
Ward 5,DC,C_prop,Theft from Building,,1499
Ward 6,DC,C_person,assault weapon,DC,140
Ward 6,DC,C_person,HOMICIDE,,11
Ward 6,DC,C_person,ROBBERY,,241
Ward 6,DC,C_person,SEX ABUSE,,27
Ward 6,DC,C_prop,Arson,,0
Ward 6,DC,C_prop,BURGLARY,,157
Ward 6,DC,C_prop,MOTOR VEHICLE THEFT,,544
Ward 6,DC,C_prop,Theft From Motor Vehicle,,1032
Ward 6,DC,C_prop,Theft from Building,,1663
Ward 7,DC,C_person,assault weapon,DC,378
Ward 7,DC,C_person,HOMICIDE,,64
Ward 7,DC,C_person,ROBBERY,,447
Ward 7,DC,C_person,SEX ABUSE,,31
Ward 7,DC,C_prop,Arson,,1
Ward 7,DC,C_prop,BURGLARY,,137
Ward 7,DC,C_prop,MOTOR VEHICLE THEFT,,627
Ward 7,DC,C_prop,Theft From Motor Vehicle,,866
Ward 7,DC,C_prop,Theft from Building,,1044
Ward 8,DC,C_person,assault weapon,DC,455
Ward 8,DC,C_person,HOMICIDE,,83
Ward 8,DC,C_person,ROBBERY,,343
Ward 8,DC,C_person,SEX ABUSE,,31
Ward 8,DC,C_prop,Arson,,1
Ward 8,DC,C_prop,BURGLARY,,146
Ward 8,DC,C_prop,MOTOR VEHICLE THEFT,,434
Ward 8,DC,C_prop,Theft From Motor Vehicle,,592
Ward 8,DC,C_prop,Theft from Building,,852
